Product Size,Weight Kgs,Thick MM,Gauges,Category,forecast_month,week_label,week_start_day,week_end_day,weekly_share,predicted_weekly_demand,predicted_monthly_demand,allocation_basis
"3""",50-52 Kgs,4 mm,8,Running,January,Week 2,8,14,0.225806,0.005,0.023,calendar_day_share
"3""",50-52 Kgs,4 mm,8,Running,January,Week 3,15,21,0.225806,0.005,0.023,calendar_day_share
"3""",50-52 Kgs,4 mm,8,Running,January,Week 4,22,28,0.225806,0.005,0.023,calendar_day_share
"3""",50-52 Kgs,4 mm,8,Running,January,Week 5,29,31,0.096774,0.002,0.023,calendar_day_share
"3""",52-54 Kgs,5 mm,6,Running,January,Week 1,1,7,0.225806,6.218,27.537,calendar_day_share
"3""",52-54 Kgs,5 mm,6,Running,January,Week 2,8,14,0.225806,6.218,27.537,calendar_day_share
"3""",52-54 Kgs,5 mm,6,Running,January,Week 3,15,21,0.225806,6.218,27.537,calendar_day_share
"3""",52-54 Kgs,5 mm,6,Running,January,Week 4,22,28,0.225806,6.218,27.537,calendar_day_share
"3""",52-54 Kgs,5 mm,6,Running,January,Week 5,29,31,0.096774,2.665,27.537,calendar_day_share
"3""",64-65 Kgs,6 mm,5,Unknown,January,Week 1,1,7,0.225806,0.161,0.714,calendar_day_share
"3""",64-65 Kgs,6 mm,5,Unknown,January,Week 2,8,14,0.225806,0.161,0.714,calendar_day_share
"3""",64-65 Kgs,6 mm,5,Unknown,January,Week 3,15,21,0.225806,0.161,0.714,calendar_day_share
"3""",64-65 Kgs,6 mm,5,Unknown,January,Week 4,22,28,0.225806,0.161,0.714,calendar_day_share
"3""",64-65 Kgs,6 mm,5,Unknown,January,Week 5,29,31,0.096774,0.069,0.714,calendar_day_share
"3""",65-66 Kgs,5 mm,6,Running,January,Week 1,1,7,0.225806,0.005,0.022,calendar_day_share
"3""",65-66 Kgs,5 mm,6,Running,January,Week 2,8,14,0.225806,0.005,0.022,calendar_day_share
"3""",65-66 Kgs,5 mm,6,Running,January,Week 3,15,21,0.225806,0.005,0.022,calendar_day_share
"3""",65-66 Kgs,5 mm,6,Running,January,Week 4,22,28,0.225806,0.005,0.022,calendar_day_share
"3""",65-66 Kgs,5 mm,6,Running,January,Week 5,29,31,0.096774,0.002,0.022,calendar_day_share
"4"" OD",65-65 Kgs,Unknown,Unknown,Running,January,Week 1,1,7,0.225806,0.004,0.019,calendar_day_share
"4"" OD",65-65 Kgs,Unknown,Unknown,Running,January,Week 2,8,14,0.225806,0.004,0.019,calendar_day_share
"4"" OD",65-65 Kgs,Unknown,Unknown,Running,January,Week 3,15,21,0.225806,0.004,0.019,calendar_day_share
"4"" OD",65-65 Kgs,Unknown,Unknown,Running,January,Week 4,22,28,0.225806,0.004,0.019,calendar_day_share
"4"" OD",65-65 Kgs,Unknown,Unknown,Running,January,Week 5,29,31,0.096774,0.002,0.019,calendar_day_share
"4"" OD",66-67 Kgs,4 mm,8,Running,January,Week 1,1,7,0.225806,0.579,2.563,calendar_day_share
"4"" OD",66-67 Kgs,4 mm,8,Running,January,Week 2,8,14,0.225806,0.579,2.563,calendar_day_share
"4"" OD",66-67 Kgs,4 mm,8,Running,January,Week 3,15,21,0.225806,0.579,2.563,calendar_day_share
"4"" OD",66-67 Kgs,4 mm,8,Running,January,Week 4,22,28,0.225806,0.579,2.563,calendar_day_share
"4"" OD",66-67 Kgs,4 mm,8,Running,January,Week 5,29,31,0.096774,0.248,2.563,calendar_day_share
"4"" OD",75-76 Kgs,4.5 mm,8,Running,January,Week 1,1,7,0.225806,0.004,0.019,calendar_day_share
"4"" OD",75-76 Kgs,4.5 mm,8,Running,January,Week 2,8,14,0.225806,0.004,0.019,calendar_day_share
"4"" OD",75-76 Kgs,4.5 mm,8,Running,January,Week 3,15,21,0.225806,0.004,0.019,calendar_day_share
"4"" OD",75-76 Kgs,4.5 mm,8,Running,January,Week 4,22,28,0.225806,0.004,0.019,calendar_day_share
"4"" OD",75-76 Kgs,4.5 mm,8,Running,January,Week 5,29,31,0.096774,0.002,0.019,calendar_day_share
"4""",25-26 Kgs,1.6 mm,16,Running,January,Week 1,1,7,0.225806,4.295,19.021,calendar_day_share
"4""",25-26 Kgs,1.6 mm,16,Running,January,Week 2,8,14,0.225806,4.295,19.021,calendar_day_share
"4""",25-26 Kgs,1.6 mm,16,Running,January,Week 3,15,21,0.225806,4.295,19.021,calendar_day_share
"4""",25-26 Kgs,1.6 mm,16,Running,January,Week 4,22,28,0.225806,4.295,19.021,calendar_day_share
"4""",25-26 Kgs,1.6 mm,16,Running,January,Week 5,29,31,0.096774,1.841,19.021,calendar_day_share
"4""",25-26 Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,0.007,0.033,calendar_day_share
"4""",25-26 Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,0.007,0.033,calendar_day_share
"4""",25-26 Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,0.007,0.033,calendar_day_share
"4""",25-26 Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,0.007,0.033,calendar_day_share
"4""",25-26 Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,0.003,0.033,calendar_day_share
"4""",32-34 Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,30.555,135.314,calendar_day_share
"4""",32-34 Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,30.555,135.314,calendar_day_share
"4""",32-34 Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,30.555,135.314,calendar_day_share
"4""",32-34 Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,30.555,135.314,calendar_day_share
"4""",32-34 Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,13.095,135.314,calendar_day_share
"4""",40-42 Kgs,2.65 mm,12,Running,January,Week 1,1,7,0.225806,28.687,127.044,calendar_day_share
"4""",40-42 Kgs,2.65 mm,12,Running,January,Week 2,8,14,0.225806,28.687,127.044,calendar_day_share
"4""",40-42 Kgs,2.65 mm,12,Running,January,Week 3,15,21,0.225806,28.687,127.044,calendar_day_share
"4""",40-42 Kgs,2.65 mm,12,Running,January,Week 4,22,28,0.225806,28.687,127.044,calendar_day_share
"4""",40-42 Kgs,2.65 mm,12,Running,January,Week 5,29,31,0.096774,12.295,127.044,calendar_day_share
"4""",45-46 Kgs,3.65 mm,9,Running,January,Week 1,1,7,0.225806,0.005,0.021,calendar_day_share
"4""",45-46 Kgs,3.65 mm,9,Running,January,Week 2,8,14,0.225806,0.005,0.021,calendar_day_share
"4""",45-46 Kgs,3.65 mm,9,Running,January,Week 3,15,21,0.225806,0.005,0.021,calendar_day_share
"4""",45-46 Kgs,3.65 mm,9,Running,January,Week 4,22,28,0.225806,0.005,0.021,calendar_day_share
"4""",45-46 Kgs,3.65 mm,9,Running,January,Week 5,29,31,0.096774,0.002,0.021,calendar_day_share
"4""",48-50 Kgs,3.25 mm,10,Running,January,Week 1,1,7,0.225806,67.367,298.338,calendar_day_share
"4""",48-50 Kgs,3.25 mm,10,Running,January,Week 2,8,14,0.225806,67.367,298.338,calendar_day_share
"4""",48-50 Kgs,3.25 mm,10,Running,January,Week 3,15,21,0.225806,67.367,298.338,calendar_day_share
"4""",48-50 Kgs,3.25 mm,10,Running,January,Week 4,22,28,0.225806,67.367,298.338,calendar_day_share
"4""",48-50 Kgs,3.25 mm,10,Running,January,Week 5,29,31,0.096774,28.871,298.338,calendar_day_share
"4""",50-52 Kgs,4 mm,8,Running,January,Week 1,1,7,0.225806,7.426,32.888,calendar_day_share
"4""",50-52 Kgs,4 mm,8,Running,January,Week 2,8,14,0.225806,7.426,32.888,calendar_day_share
"4""",50-52 Kgs,4 mm,8,Running,January,Week 3,15,21,0.225806,7.426,32.888,calendar_day_share
"4""",50-52 Kgs,4 mm,8,Running,January,Week 4,22,28,0.225806,7.426,32.888,calendar_day_share
"4""",50-52 Kgs,4 mm,8,Running,January,Week 5,29,31,0.096774,3.183,32.888,calendar_day_share
"4""",58-60 Kgs,3.65 mm,9,Running,January,Week 1,1,7,0.225806,9.459,41.889,calendar_day_share
"4""",58-60 Kgs,3.65 mm,9,Running,January,Week 2,8,14,0.225806,9.459,41.889,calendar_day_share
"4""",58-60 Kgs,3.65 mm,9,Running,January,Week 3,15,21,0.225806,9.459,41.889,calendar_day_share
"4""",58-60 Kgs,3.65 mm,9,Running,January,Week 4,22,28,0.225806,9.459,41.889,calendar_day_share
"4""",58-60 Kgs,3.65 mm,9,Running,January,Week 5,29,31,0.096774,4.054,41.889,calendar_day_share
"4""",61-62 Kgs,3.9 mm,9,Running,January,Week 1,1,7,0.225806,4.613,20.43,calendar_day_share
"4""",61-62 Kgs,3.9 mm,9,Running,January,Week 2,8,14,0.225806,4.613,20.43,calendar_day_share
"4""",61-62 Kgs,3.9 mm,9,Running,January,Week 3,15,21,0.225806,4.613,20.43,calendar_day_share
"4""",61-62 Kgs,3.9 mm,9,Running,January,Week 4,22,28,0.225806,4.613,20.43,calendar_day_share
"4""",61-62 Kgs,3.9 mm,9,Running,January,Week 5,29,31,0.096774,1.977,20.43,calendar_day_share
"4""",65-66 Kgs,5 mm,6,Running,January,Week 1,1,7,0.225806,4.885,21.633,calendar_day_share
"4""",65-66 Kgs,5 mm,6,Running,January,Week 2,8,14,0.225806,4.885,21.633,calendar_day_share
"4""",65-66 Kgs,5 mm,6,Running,January,Week 3,15,21,0.225806,4.885,21.633,calendar_day_share
"4""",65-66 Kgs,5 mm,6,Running,January,Week 4,22,28,0.225806,4.885,21.633,calendar_day_share
"4""",65-66 Kgs,5 mm,6,Running,January,Week 5,29,31,0.096774,2.094,21.633,calendar_day_share
"4""",66-67 Kgs,4 mm,8,Running,January,Week 1,1,7,0.225806,0.089,0.394,calendar_day_share
"4""",66-67 Kgs,4 mm,8,Running,January,Week 2,8,14,0.225806,0.089,0.394,calendar_day_share
"4""",66-67 Kgs,4 mm,8,Running,January,Week 3,15,21,0.225806,0.089,0.394,calendar_day_share
"4""",66-67 Kgs,4 mm,8,Running,January,Week 4,22,28,0.225806,0.089,0.394,calendar_day_share
"4""",66-67 Kgs,4 mm,8,Running,January,Week 5,29,31,0.096774,0.038,0.394,calendar_day_share
"4""",75-76 Kgs,4.5 mm,8,Running,January,Week 1,1,7,0.225806,0.004,0.019,calendar_day_share
"4""",75-76 Kgs,4.5 mm,8,Running,January,Week 2,8,14,0.225806,0.004,0.019,calendar_day_share
"4""",75-76 Kgs,4.5 mm,8,Running,January,Week 3,15,21,0.225806,0.004,0.019,calendar_day_share
"4""",75-76 Kgs,4.5 mm,8,Running,January,Week 4,22,28,0.225806,0.004,0.019,calendar_day_share
"4""",75-76 Kgs,4.5 mm,8,Running,January,Week 5,29,31,0.096774,0.002,0.019,calendar_day_share
"4""",95-100 Kgs,6.35 mm,4,Running,January,Week 1,1,7,0.225806,0.004,0.019,calendar_day_share
"4""",95-100 Kgs,6.35 mm,4,Running,January,Week 2,8,14,0.225806,0.004,0.019,calendar_day_share
"4""",95-100 Kgs,6.35 mm,4,Running,January,Week 3,15,21,0.225806,0.004,0.019,calendar_day_share
"4""",95-100 Kgs,6.35 mm,4,Running,January,Week 4,22,28,0.225806,0.004,0.019,calendar_day_share
"4""",95-100 Kgs,6.35 mm,4,Running,January,Week 5,29,31,0.096774,0.002,0.019,calendar_day_share
"5"" O.D",100 -102 Kgs,5 mm,5,New,January,Week 1,1,7,0.225806,2.685,11.893,calendar_day_share
"5"" O.D",100 -102 Kgs,5 mm,5,New,January,Week 2,8,14,0.225806,2.685,11.893,calendar_day_share
"5"" O.D",100 -102 Kgs,5 mm,5,New,January,Week 3,15,21,0.225806,2.685,11.893,calendar_day_share
"5"" O.D",100 -102 Kgs,5 mm,5,New,January,Week 4,22,28,0.225806,2.685,11.893,calendar_day_share
"5"" O.D",100 -102 Kgs,5 mm,5,New,January,Week 5,29,31,0.096774,1.151,11.893,calendar_day_share
"5"" O.D",113-114 Kgs,6 mm,4,Running,January,Week 1,1,7,0.225806,0.005,0.02,calendar_day_share
"5"" O.D",113-114 Kgs,6 mm,4,Running,January,Week 2,8,14,0.225806,0.005,0.02,calendar_day_share
"5"" O.D",113-114 Kgs,6 mm,4,Running,January,Week 3,15,21,0.225806,0.005,0.02,calendar_day_share
"5"" O.D",113-114 Kgs,6 mm,4,Running,January,Week 4,22,28,0.225806,0.005,0.02,calendar_day_share
"5"" O.D",113-114 Kgs,6 mm,4,Running,January,Week 5,29,31,0.096774,0.002,0.02,calendar_day_share
"5"" O.D",120-125 Kgs,6 mm,4,Running,January,Week 1,1,7,0.225806,0.266,1.177,calendar_day_share
"5"" O.D",120-125 Kgs,6 mm,4,Running,January,Week 2,8,14,0.225806,0.266,1.177,calendar_day_share
"5"" O.D",120-125 Kgs,6 mm,4,Running,January,Week 3,15,21,0.225806,0.266,1.177,calendar_day_share
"5"" O.D",120-125 Kgs,6 mm,4,Running,January,Week 4,22,28,0.225806,0.266,1.177,calendar_day_share
"5"" O.D",120-125 Kgs,6 mm,4,Running,January,Week 5,29,31,0.096774,0.114,1.177,calendar_day_share
"5"" O.D",28-29 Kgs,1.2 mm,16,Running,January,Week 1,1,7,0.225806,0.092,0.407,calendar_day_share
"5"" O.D",28-29 Kgs,1.2 mm,16,Running,January,Week 2,8,14,0.225806,0.092,0.407,calendar_day_share
"5"" O.D",28-29 Kgs,1.2 mm,16,Running,January,Week 3,15,21,0.225806,0.092,0.407,calendar_day_share
"5"" O.D",28-29 Kgs,1.2 mm,16,Running,January,Week 4,22,28,0.225806,0.092,0.407,calendar_day_share
"5"" O.D",28-29 Kgs,1.2 mm,16,Running,January,Week 5,29,31,0.096774,0.039,0.407,calendar_day_share
"5"" O.D",37-38 Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,0.447,1.98,calendar_day_share
"5"" O.D",37-38 Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,0.447,1.98,calendar_day_share
"5"" O.D",37-38 Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,0.447,1.98,calendar_day_share
"5"" O.D",37-38 Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,0.447,1.98,calendar_day_share
"5"" O.D",37-38 Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,0.192,1.98,calendar_day_share
"5"" O.D",75-76 Kgs,3.65 mm,9,Running,January,Week 1,1,7,0.225806,0.005,0.021,calendar_day_share
"5"" O.D",75-76 Kgs,3.65 mm,9,Running,January,Week 2,8,14,0.225806,0.005,0.021,calendar_day_share
"5"" O.D",75-76 Kgs,3.65 mm,9,Running,January,Week 3,15,21,0.225806,0.005,0.021,calendar_day_share
"5"" O.D",75-76 Kgs,3.65 mm,9,Running,January,Week 4,22,28,0.225806,0.005,0.021,calendar_day_share
"5"" O.D",75-76 Kgs,3.65 mm,9,Running,January,Week 5,29,31,0.096774,0.002,0.021,calendar_day_share
"5"" O.D",88-90 Kgs,4 mm,Unknown,Running,January,Week 1,1,7,0.225806,0.005,0.021,calendar_day_share
"5"" O.D",88-90 Kgs,4 mm,Unknown,Running,January,Week 2,8,14,0.225806,0.005,0.021,calendar_day_share
"5"" O.D",88-90 Kgs,4 mm,Unknown,Running,January,Week 3,15,21,0.225806,0.005,0.021,calendar_day_share
"5"" O.D",88-90 Kgs,4 mm,Unknown,Running,January,Week 4,22,28,0.225806,0.005,0.021,calendar_day_share
"5"" O.D",88-90 Kgs,4 mm,Unknown,Running,January,Week 5,29,31,0.096774,0.002,0.021,calendar_day_share
"5"" O.D",94-95 Kgs,4.5 mm,5,New,January,Week 1,1,7,0.225806,8.086,35.81,calendar_day_share
"5"" O.D",94-95 Kgs,4.5 mm,5,New,January,Week 2,8,14,0.225806,8.086,35.81,calendar_day_share
"5"" O.D",94-95 Kgs,4.5 mm,5,New,January,Week 3,15,21,0.225806,8.086,35.81,calendar_day_share
"5"" O.D",94-95 Kgs,4.5 mm,5,New,January,Week 4,22,28,0.225806,8.086,35.81,calendar_day_share
"5"" O.D",94-95 Kgs,4.5 mm,5,New,January,Week 5,29,31,0.096774,3.465,35.81,calendar_day_share
"5""",100 -102 Kgs,5 mm,5,New,January,Week 1,1,7,0.225806,0.005,0.021,calendar_day_share
"5""",100 -102 Kgs,5 mm,5,New,January,Week 2,8,14,0.225806,0.005,0.021,calendar_day_share
"5""",100 -102 Kgs,5 mm,5,New,January,Week 3,15,21,0.225806,0.005,0.021,calendar_day_share
"5""",100 -102 Kgs,5 mm,5,New,January,Week 4,22,28,0.225806,0.005,0.021,calendar_day_share
"5""",100 -102 Kgs,5 mm,5,New,January,Week 5,29,31,0.096774,0.002,0.021,calendar_day_share
"5""",120-125 Kgs,6 mm,4,Running,January,Week 1,1,7,0.225806,0.005,0.02,calendar_day_share
"5""",120-125 Kgs,6 mm,4,Running,January,Week 2,8,14,0.225806,0.005,0.02,calendar_day_share
"5""",120-125 Kgs,6 mm,4,Running,January,Week 3,15,21,0.225806,0.005,0.02,calendar_day_share
"5""",120-125 Kgs,6 mm,4,Running,January,Week 4,22,28,0.225806,0.005,0.02,calendar_day_share
"5""",120-125 Kgs,6 mm,4,Running,January,Week 5,29,31,0.096774,0.002,0.02,calendar_day_share
"5""",40-42 Kgs,2 mm,14,Running,January,Week 1,1,7,0.225806,13.349,59.116,calendar_day_share
"5""",40-42 Kgs,2 mm,14,Running,January,Week 2,8,14,0.225806,13.349,59.116,calendar_day_share
"5""",40-42 Kgs,2 mm,14,Running,January,Week 3,15,21,0.225806,13.349,59.116,calendar_day_share
"5""",40-42 Kgs,2 mm,14,Running,January,Week 4,22,28,0.225806,13.349,59.116,calendar_day_share
"5""",40-42 Kgs,2 mm,14,Running,January,Week 5,29,31,0.096774,5.721,59.116,calendar_day_share
"5""",48-50 Kgs,2.35 mm,13,Running,January,Week 1,1,7,0.225806,21.137,93.605,calendar_day_share
"5""",48-50 Kgs,2.35 mm,13,Running,January,Week 2,8,14,0.225806,21.137,93.605,calendar_day_share
"5""",48-50 Kgs,2.35 mm,13,Running,January,Week 3,15,21,0.225806,21.137,93.605,calendar_day_share
"5""",48-50 Kgs,2.35 mm,13,Running,January,Week 4,22,28,0.225806,21.137,93.605,calendar_day_share
"5""",48-50 Kgs,2.35 mm,13,Running,January,Week 5,29,31,0.096774,9.059,93.605,calendar_day_share
"5""",54-55 Kgs,2.65 mm,11,Running,January,Week 1,1,7,0.225806,0.047,0.207,calendar_day_share
"5""",54-55 Kgs,2.65 mm,11,Running,January,Week 2,8,14,0.225806,0.047,0.207,calendar_day_share
"5""",54-55 Kgs,2.65 mm,11,Running,January,Week 3,15,21,0.225806,0.047,0.207,calendar_day_share
"5""",54-55 Kgs,2.65 mm,11,Running,January,Week 4,22,28,0.225806,0.047,0.207,calendar_day_share
"5""",54-55 Kgs,2.65 mm,11,Running,January,Week 5,29,31,0.096774,0.02,0.207,calendar_day_share
"5""",54-55 Kgs,2.65 mm,12,Running,January,Week 1,1,7,0.225806,0.123,0.547,calendar_day_share
"5""",54-55 Kgs,2.65 mm,12,Running,January,Week 2,8,14,0.225806,0.123,0.547,calendar_day_share
"5""",54-55 Kgs,2.65 mm,12,Running,January,Week 3,15,21,0.225806,0.123,0.547,calendar_day_share
"5""",54-55 Kgs,2.65 mm,12,Running,January,Week 4,22,28,0.225806,0.123,0.547,calendar_day_share
"5""",54-55 Kgs,2.65 mm,12,Running,January,Week 5,29,31,0.096774,0.053,0.547,calendar_day_share
"5""",60-62 Kgs,3.25 mm,10,Running,January,Week 1,1,7,0.225806,32.9,145.701,calendar_day_share
"5""",60-62 Kgs,3.25 mm,10,Running,January,Week 2,8,14,0.225806,32.9,145.701,calendar_day_share
"5""",60-62 Kgs,3.25 mm,10,Running,January,Week 3,15,21,0.225806,32.9,145.701,calendar_day_share
"5""",60-62 Kgs,3.25 mm,10,Running,January,Week 4,22,28,0.225806,32.9,145.701,calendar_day_share
"5""",60-62 Kgs,3.25 mm,10,Running,January,Week 5,29,31,0.096774,14.1,145.701,calendar_day_share
"5""",65-65 Kgs,Unknown,Unknown,Running,January,Week 1,1,7,0.225806,0.043,0.189,calendar_day_share
"5""",65-65 Kgs,Unknown,Unknown,Running,January,Week 2,8,14,0.225806,0.043,0.189,calendar_day_share
"5""",65-65 Kgs,Unknown,Unknown,Running,January,Week 3,15,21,0.225806,0.043,0.189,calendar_day_share
"5""",65-65 Kgs,Unknown,Unknown,Running,January,Week 4,22,28,0.225806,0.043,0.189,calendar_day_share
"5""",65-65 Kgs,Unknown,Unknown,Running,January,Week 5,29,31,0.096774,0.018,0.189,calendar_day_share
"5""",66-67 Kgs,4 mm,8,Running,January,Week 1,1,7,0.225806,0.006,0.024,calendar_day_share
"5""",66-67 Kgs,4 mm,8,Running,January,Week 2,8,14,0.225806,0.006,0.024,calendar_day_share
"5""",66-67 Kgs,4 mm,8,Running,January,Week 3,15,21,0.225806,0.006,0.024,calendar_day_share
"5""",66-67 Kgs,4 mm,8,Running,January,Week 4,22,28,0.225806,0.006,0.024,calendar_day_share
"5""",66-67 Kgs,4 mm,8,Running,January,Week 5,29,31,0.096774,0.002,0.024,calendar_day_share
"5""",70-72 Kgs,3.65 mm,9,Running,January,Week 1,1,7,0.225806,30.583,135.44,calendar_day_share
"5""",70-72 Kgs,3.65 mm,9,Running,January,Week 2,8,14,0.225806,30.583,135.44,calendar_day_share
"5""",70-72 Kgs,3.65 mm,9,Running,January,Week 3,15,21,0.225806,30.583,135.44,calendar_day_share
"5""",70-72 Kgs,3.65 mm,9,Running,January,Week 4,22,28,0.225806,30.583,135.44,calendar_day_share
"5""",70-72 Kgs,3.65 mm,9,Running,January,Week 5,29,31,0.096774,13.107,135.44,calendar_day_share
"5""",75-76 Kgs,4.5 mm,8,Running,January,Week 1,1,7,0.225806,5.23,23.161,calendar_day_share
"5""",75-76 Kgs,4.5 mm,8,Running,January,Week 2,8,14,0.225806,5.23,23.161,calendar_day_share
"5""",75-76 Kgs,4.5 mm,8,Running,January,Week 3,15,21,0.225806,5.23,23.161,calendar_day_share
"5""",75-76 Kgs,4.5 mm,8,Running,January,Week 4,22,28,0.225806,5.23,23.161,calendar_day_share
"5""",75-76 Kgs,4.5 mm,8,Running,January,Week 5,29,31,0.096774,2.241,23.161,calendar_day_share
"5""",80-82 Kgs,4 mm,8,Running,January,Week 1,1,7,0.225806,3.414,15.118,calendar_day_share
"5""",80-82 Kgs,4 mm,8,Running,January,Week 2,8,14,0.225806,3.414,15.118,calendar_day_share
"5""",80-82 Kgs,4 mm,8,Running,January,Week 3,15,21,0.225806,3.414,15.118,calendar_day_share
"5""",80-82 Kgs,4 mm,8,Running,January,Week 4,22,28,0.225806,3.414,15.118,calendar_day_share
"5""",80-82 Kgs,4 mm,8,Running,January,Week 5,29,31,0.096774,1.463,15.118,calendar_day_share
"5""",88-90 Kgs,4 mm,Unknown,Running,January,Week 1,1,7,0.225806,6.86,30.379,calendar_day_share
"5""",88-90 Kgs,4 mm,Unknown,Running,January,Week 2,8,14,0.225806,6.86,30.379,calendar_day_share
"5""",88-90 Kgs,4 mm,Unknown,Running,January,Week 3,15,21,0.225806,6.86,30.379,calendar_day_share
"5""",88-90 Kgs,4 mm,Unknown,Running,January,Week 4,22,28,0.225806,6.86,30.379,calendar_day_share
"5""",88-90 Kgs,4 mm,Unknown,Running,January,Week 5,29,31,0.096774,2.94,30.379,calendar_day_share
"5""",94-95 Kgs,4.5 mm,5,New,January,Week 1,1,7,0.225806,0.005,0.021,calendar_day_share
"5""",94-95 Kgs,4.5 mm,5,New,January,Week 2,8,14,0.225806,0.005,0.021,calendar_day_share
"5""",94-95 Kgs,4.5 mm,5,New,January,Week 3,15,21,0.225806,0.005,0.021,calendar_day_share
"5""",94-95 Kgs,4.5 mm,5,New,January,Week 4,22,28,0.225806,0.005,0.021,calendar_day_share
"5""",94-95 Kgs,4.5 mm,5,New,January,Week 5,29,31,0.096774,0.002,0.021,calendar_day_share
"5""",95-100 Kgs,6.35 mm,4,Running,January,Week 1,1,7,0.225806,1.36,6.024,calendar_day_share
"5""",95-100 Kgs,6.35 mm,4,Running,January,Week 2,8,14,0.225806,1.36,6.024,calendar_day_share
"5""",95-100 Kgs,6.35 mm,4,Running,January,Week 3,15,21,0.225806,1.36,6.024,calendar_day_share
"5""",95-100 Kgs,6.35 mm,4,Running,January,Week 4,22,28,0.225806,1.36,6.024,calendar_day_share
"5""",95-100 Kgs,6.35 mm,4,Running,January,Week 5,29,31,0.096774,0.583,6.024,calendar_day_share
"6"" O.D",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 1,1,7,0.225806,0.037,0.163,calendar_day_share
"6"" O.D",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 2,8,14,0.225806,0.037,0.163,calendar_day_share
"6"" O.D",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 3,15,21,0.225806,0.037,0.163,calendar_day_share
"6"" O.D",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 4,22,28,0.225806,0.037,0.163,calendar_day_share
"6"" O.D",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 5,29,31,0.096774,0.016,0.163,calendar_day_share
"6"" O.D",108-110 Kgs,4.5 mm,7,Running,January,Week 1,1,7,0.225806,0.005,0.02,calendar_day_share
"6"" O.D",108-110 Kgs,4.5 mm,7,Running,January,Week 2,8,14,0.225806,0.005,0.02,calendar_day_share
"6"" O.D",108-110 Kgs,4.5 mm,7,Running,January,Week 3,15,21,0.225806,0.005,0.02,calendar_day_share
"6"" O.D",108-110 Kgs,4.5 mm,7,Running,January,Week 4,22,28,0.225806,0.005,0.02,calendar_day_share
"6"" O.D",108-110 Kgs,4.5 mm,7,Running,January,Week 5,29,31,0.096774,0.002,0.02,calendar_day_share
"6"" O.D",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 1,1,7,0.225806,0.005,0.02,calendar_day_share
"6"" O.D",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 2,8,14,0.225806,0.005,0.02,calendar_day_share
"6"" O.D",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 3,15,21,0.225806,0.005,0.02,calendar_day_share
"6"" O.D",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 4,22,28,0.225806,0.005,0.02,calendar_day_share
"6"" O.D",140-145 Kgs,Unknown,Unknown,Unknown,January,Week 5,29,31,0.096774,0.002,0.02,calendar_day_share
"6"" O.D",96-97 Kgs,4 mm,Unknown,Running,January,Week 1,1,7,0.225806,0.012,0.054,calendar_day_share
"6"" O.D",96-97 Kgs,4 mm,Unknown,Running,January,Week 2,8,14,0.225806,0.012,0.054,calendar_day_share
"6"" O.D",96-97 Kgs,4 mm,Unknown,Running,January,Week 3,15,21,0.225806,0.012,0.054,calendar_day_share
"6"" O.D",96-97 Kgs,4 mm,Unknown,Running,January,Week 4,22,28,0.225806,0.012,0.054,calendar_day_share
"6"" O.D",96-97 Kgs,4 mm,Unknown,Running,January,Week 5,29,31,0.096774,0.005,0.054,calendar_day_share
"6""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 1,1,7,0.225806,0.005,0.02,calendar_day_share
"6""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 2,8,14,0.225806,0.005,0.02,calendar_day_share
"6""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 3,15,21,0.225806,0.005,0.02,calendar_day_share
"6""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 4,22,28,0.225806,0.005,0.02,calendar_day_share
"6""",100-103 Kgs,4.25 mm,Unknown,Running,January,Week 5,29,31,0.096774,0.002,0.02,calendar_day_share
"6""",108-110 Kgs,4.5 mm,7,Running,January,Week 1,1,7,0.225806,0.005,0.02,calendar_day_share
"6""",108-110 Kgs,4.5 mm,7,Running,January,Week 2,8,14,0.225806,0.005,0.02,calendar_day_share
